,text,emotion
7181,Kirli kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7182,Kirli film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7183,Kirli şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7184,Kirli yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7185,Kirli müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7186,Kirli deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7187,Kirli dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7188,Kirli orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7189,Kirli ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7190,Kirli okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7191,Kirli ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7192,Kirli bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7193,Kirli telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7194,Kirli elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7195,Kirli çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7196,Kirli resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7197,Kirli bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7198,Kirli park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7199,Kirli kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7200,Ağır araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7201,Ağır kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7202,Ağır film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7203,Ağır şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7204,Ağır yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7205,Ağır müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7206,Ağır deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7207,Ağır dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7208,Ağır orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7209,Ağır ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7210,Ağır okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7211,Ağır ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7212,Ağır bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7213,Ağır telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7214,Ağır elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7215,Ağır çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7216,Ağır resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7217,Ağır bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7218,Ağır park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7219,Ağır kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7220,Hafif araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7221,Hafif kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7222,Hafif film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7223,Hafif şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7224,Hafif yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7225,Hafif müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7226,Hafif deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7227,Hafif dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7228,Hafif orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7229,Hafif ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7230,Hafif okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7231,Hafif ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7232,Hafif bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7233,Hafif telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7234,Hafif elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7235,Hafif çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7236,Hafif resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7237,Hafif bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7238,Hafif park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7239,Hafif kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7240,Parlak araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7241,Parlak kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7242,Parlak film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7243,Parlak şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7244,Parlak yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7245,Parlak müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7246,Parlak deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7247,Parlak dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7248,Parlak orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7249,Parlak ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7250,Parlak okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7251,Parlak ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7252,Parlak bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7253,Parlak telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7254,Parlak elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7255,Parlak çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7256,Parlak resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7257,Parlak bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7258,Parlak park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7259,Parlak kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7260,Karanlık araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7261,Karanlık kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7262,Karanlık film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7263,Karanlık şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7264,Karanlık yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7265,Karanlık müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7266,Karanlık deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7267,Karanlık dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7268,Karanlık orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7269,Karanlık ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7270,Karanlık okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7271,Karanlık ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7272,Karanlık bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7273,Karanlık telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7274,Karanlık elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7275,Karanlık çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7276,Karanlık resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7277,Karanlık bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7278,Karanlık park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7279,Karanlık kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7280,Yüksek araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7281,Yüksek kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7282,Yüksek film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7283,Yüksek şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7284,Yüksek yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7285,Yüksek müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7286,Yüksek deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7287,Yüksek dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7288,Yüksek orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7289,Yüksek ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7290,Yüksek okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7291,Yüksek ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7292,Yüksek bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7293,Yüksek telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7294,Yüksek elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7295,Yüksek çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7296,Yüksek resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7297,Yüksek bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7298,Yüksek park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7299,Yüksek kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7300,Alçak araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7301,Alçak kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7302,Alçak film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7303,Alçak şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7304,Alçak yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7305,Alçak müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7306,Alçak deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7307,Alçak dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7308,Alçak orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7309,Alçak ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7310,Alçak okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7311,Alçak ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7312,Alçak bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7313,Alçak telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7314,Alçak elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7315,Alçak çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7316,Alçak resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7317,Alçak bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7318,Alçak park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7319,Alçak kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7320,Yoğun araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7321,Yoğun kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7322,Yoğun film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7323,Yoğun şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7324,Yoğun yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7325,Yoğun müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7326,Yoğun deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7327,Yoğun dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7328,Yoğun orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7329,Yoğun ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7330,Yoğun okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7331,Yoğun ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7332,Yoğun bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7333,Yoğun telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7334,Yoğun elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7335,Yoğun çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7336,Yoğun resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7337,Yoğun bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7338,Yoğun park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7339,Yoğun kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7340,Tatlı araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7341,Tatlı kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7342,Tatlı film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7343,Tatlı şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7344,Tatlı yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7345,Tatlı müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7346,Tatlı deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7347,Tatlı dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7348,Tatlı orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7349,Tatlı ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7350,Tatlı okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7351,Tatlı ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7352,Tatlı bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7353,Tatlı telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7354,Tatlı elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7355,Tatlı çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7356,Tatlı resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7357,Tatlı bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7358,Tatlı park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7359,Tatlı kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7360,Acı araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7361,Acı kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7362,Acı film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7363,Acı şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7364,Acı yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7365,Acı müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7366,Acı deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7367,Acı dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7368,Acı orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7369,Acı ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7370,Acı okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7371,Acı ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7372,Acı bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7373,Acı telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7374,Acı elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7375,Acı çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7376,Acı resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7377,Acı bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7378,Acı park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7379,Acı kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7380,Baharatlı araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7381,Baharatlı kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7382,Baharatlı film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7383,Baharatlı şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7384,Baharatlı yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7385,Baharatlı müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7386,Baharatlı deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7387,Baharatlı dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7388,Baharatlı orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7389,Baharatlı ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7390,Baharatlı okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7391,Baharatlı ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7392,Baharatlı bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7393,Baharatlı telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7394,Baharatlı elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7395,Baharatlı çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7396,Baharatlı resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7397,Baharatlı bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7398,Baharatlı park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7399,Baharatlı kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7400,Ekşi araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7401,Ekşi kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7402,Ekşi film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7403,Ekşi şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7404,Ekşi yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7405,Ekşi müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7406,Ekşi deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7407,Ekşi dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7408,Ekşi orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7409,Ekşi ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7410,Ekşi okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7411,Ekşi ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7412,Ekşi bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7413,Ekşi telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7414,Ekşi elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7415,Ekşi çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7416,Ekşi resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7417,Ekşi bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7418,Ekşi park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7419,Ekşi kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7420,Taze araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7421,Taze kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7422,Taze film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7423,Taze şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7424,Taze yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7425,Taze müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7426,Taze deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7427,Taze dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7428,Taze orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7429,Taze ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7430,Taze okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7431,Taze ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7432,Taze bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7433,Taze telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7434,Taze elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7435,Taze çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7436,Taze resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7437,Taze bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7438,Taze park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7439,Taze kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7440,Bayat araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7441,Bayat kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7442,Bayat film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7443,Bayat şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7444,Bayat yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7445,Bayat müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7446,Bayat deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7447,Bayat dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7448,Bayat orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7449,Bayat ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7450,Bayat okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7451,Bayat ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7452,Bayat bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7453,Bayat telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7454,Bayat elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7455,Bayat çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7456,Bayat resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7457,Bayat bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7458,Bayat park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7459,Bayat kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7460,Ince araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7461,Ince kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7462,Ince film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7463,Ince şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7464,Ince yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7465,Ince müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7466,Ince deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7467,Ince dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7468,Ince orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7469,Ince ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7470,Ince okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7471,Ince ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7472,Ince bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7473,Ince telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7474,Ince elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7475,Ince çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7476,Ince resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7477,Ince bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7478,Ince park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7479,Ince kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7480,Kalın araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7481,Kalın kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7482,Kalın film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7483,Kalın şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7484,Kalın yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7485,Kalın müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7486,Kalın deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7487,Kalın dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7488,Kalın orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7489,Kalın ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7490,Kalın okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7491,Kalın ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7492,Kalın bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7493,Kalın telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7494,Kalın elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7495,Kalın çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7496,Kalın resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7497,Kalın bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7498,Kalın park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7499,Kalın kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7500,Yuvarlak araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7501,Yuvarlak kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7502,Yuvarlak film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7503,Yuvarlak şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7504,Yuvarlak yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7505,Yuvarlak müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7506,Yuvarlak deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7507,Yuvarlak dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7508,Yuvarlak orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7509,Yuvarlak ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7510,Yuvarlak okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7511,Yuvarlak ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7512,Yuvarlak bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7513,Yuvarlak telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7514,Yuvarlak elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7515,Yuvarlak çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7516,Yuvarlak resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7517,Yuvarlak bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7518,Yuvarlak park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7519,Yuvarlak kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7520,Köşeli araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7521,Köşeli kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7522,Köşeli film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7523,Köşeli şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7524,Köşeli yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7525,Köşeli müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7526,Köşeli deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
7527,Köşeli dağ yüzünden kendimi suçlu hissediyorum.,Suçluluk
7528,Köşeli orman yüzünden kendimi suçlu hissediyorum.,Suçluluk
7529,Köşeli ev yüzünden kendimi suçlu hissediyorum.,Suçluluk
7530,Köşeli okul yüzünden kendimi suçlu hissediyorum.,Suçluluk
7531,Köşeli ofis yüzünden kendimi suçlu hissediyorum.,Suçluluk
7532,Köşeli bilgisayar yüzünden kendimi suçlu hissediyorum.,Suçluluk
7533,Köşeli telefon yüzünden kendimi suçlu hissediyorum.,Suçluluk
7534,Köşeli elma yüzünden kendimi suçlu hissediyorum.,Suçluluk
7535,Köşeli çiçek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7536,Köşeli resim yüzünden kendimi suçlu hissediyorum.,Suçluluk
7537,Köşeli bahçe yüzünden kendimi suçlu hissediyorum.,Suçluluk
7538,Köşeli park yüzünden kendimi suçlu hissediyorum.,Suçluluk
7539,Köşeli kamera yüzünden kendimi suçlu hissediyorum.,Suçluluk
7540,Yumuşak araba yüzünden kendimi suçlu hissediyorum.,Suçluluk
7541,Yumuşak kitap yüzünden kendimi suçlu hissediyorum.,Suçluluk
7542,Yumuşak film yüzünden kendimi suçlu hissediyorum.,Suçluluk
7543,Yumuşak şehir yüzünden kendimi suçlu hissediyorum.,Suçluluk
7544,Yumuşak yemek yüzünden kendimi suçlu hissediyorum.,Suçluluk
7545,Yumuşak müzik yüzünden kendimi suçlu hissediyorum.,Suçluluk
7546,Yumuşak deniz yüzünden kendimi suçlu hissediyorum.,Suçluluk
